casistica;descrizione_casistica;cosa_fare;url_prodotto;title;categorie_assegnate;primaria_attuale_in_yoast;primaria_da_impostare;percorso_finale_atteso;url_primaria_da_impostare;percorso_visibile_oggi;regola_applicata;note
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-orologio-albero-vita-tortora/;Bomboniera Comunione Orologio Albero Vita Tortora | Albalu;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-orologio-chiave-di-sol-2/;Bomboniera Comunione Orologio Chiave di Sol | Albalù;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-orologio-chiave-di-sol/;Bomboniera Prima Comunione Orologio Chiave di Sol | Albalù;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-orologio-cuori/;Bomboniera Prima Comunione Orologio Cuori | Albalù;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-orologio-fiori/;Bomboniera Comunione Orologio con Fiori | Albalu;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-orologio-mappamondo-2/;Bomboniera Comunione Orologio Mappamondo con Frase | Albalu;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-orologio-mappamondo/;Bomboniera Comunione Orologio Mappamondo | Albalù;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-orologio-mongolfiera/;Bomboniera Comunione Orologio Mongolfiera | Albalù;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-orologio-sacra-famiglia/;Bomboniera Comunione Orologio Sacra Famiglia | Albalu;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-pianta-grassa-sacra-famiglia/;Bomboniera Comunione Pianta Grassa Sacra Famiglia;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-portafoto-albero-della-vita/;Bomboniera Prima Comunione Portafoto Albero della Vita | Alb;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-profumatore-albero-vita/;Bomboniera Comunione Profumatore Albero della Vita | Albalu;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-profumatore-cuore-albero-vita/;Bomboniera Comunione Profumatore Cuore Albero Vita | Albalu;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-profumatore-farfalla/;Bomboniera Comunione Profumatore Farfalla | Albalu;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-tagliere-mappamondo/;Bomboniera Comunione Tagliere Mappamondo | Albalù;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-vangelo-sacra-famiglia/;Bomboniera Comunione Vangelo Sacra Famiglia | Albalu;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-viaggio-aereo/;Bomboniera Comunione Viaggio Aereo | Albalù;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-comunione-viaggio-bussola/;Bomboniera Comunione Viaggio Bussola | Albalù;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-confettata-comunione-femmina-completa/;Confettata Comunione Femmina Rete Rosa | Albalù;Confettate e Segnaposto Comunione | Bomboniere Religiose e Sacre;Bomboniere e Confettate Prima Comunione Personalizzate > Confettate e Segnaposto Comunione;Confettate e Segnaposto Comunione;Bomboniere e Confettate Prima Comunione Personalizzate > Confettate e Segnaposto Comunione;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/comunione-confettate-segnaposto/;Bomboniere per tema > Bomboniere Religiose e Sacre;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-cresima-fiore-cristallo-placca-cappello-vescovo-argento/;Bomboniera Cresima Cristallo e Argento – Made in Italy;Bomboniere Cresima Personalizzate, Utili e Moderne | Idee Regalo Originali e Artigianali;Bomboniere Cresima Personalizzate, Utili e Moderne;Bomboniere Cresima Personalizzate, Utili e Moderne;Bomboniere e Confettate Cresima > Bomboniere Cresima Personalizzate, Utili e Moderne;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-cresima/bomboniere-cresima/;Complementi d’arredo e idee regalo artigianali > Idee Regalo Originali e Artigianali;evento singolo (Cresima) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-cresima-orologio-angelo-custode/;Bomboniera Cresima Orologio Angelo Custode;Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Religiose e Sacre;Bomboniere Cresima Personalizzate, Utili e Moderne;Bomboniere Cresima Personalizzate, Utili e Moderne;Bomboniere e Confettate Cresima > Bomboniere Cresima Personalizzate, Utili e Moderne;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-cresima/bomboniere-cresima/;Bomboniere per tema > Bomboniere Religiose e Sacre;evento singolo (Cresima) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-icona-albero-della-vita-e-sacra-famiglia-stampata-su-pelle/;Bomboniera Icona Albero della vita e Sacra Famiglia su Pelle;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Compleanno | Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Battesimo Personalizzate | Complementi d’arredo e idee regalo artigianali;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Bomboniere Compleanno;multievento (Battesimo, Compleanno, Comunione, Cresima) -> tema/tipologia;multievento senza categoria tema/tipologia assegnata: valutare di assegnarne una
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-icona-albero-della-vita-preghiera-cuore-a-tema-eucarestia-calice-comunione-stampata-a-rilievo-su-legno-laccato/;Bomboniera Comunione Albero della Vita Preghiera;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Religiose e Sacre;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Bomboniere per tema > Bomboniere Religiose e Sacre;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-icona-comunione-bimbo-bimba-che-prega-in-argento-con-retro-legno-wenge/;Bomboniere Comunione in Argento: Icona Sacra ad Arcata;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Religiose e Sacre;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Bomboniere per tema > Bomboniere Religiose e Sacre;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-icona-croce-tao-in-gesso-decorato-da-appoggio-a-tema-comunione/;Bomboniera Comunione Croce Tau in Gesso | Albalù;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Religiose e Sacre;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Bomboniere per tema > Bomboniere Religiose e Sacre;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-lampada-chiave-di-sol-legno/;Bomboniera Lampada Chiave di Sol in Legno | Albalù;Bomboniere tema musica eleganti per ogni occasione | Albalù | Bomboniere Lampade Led Personalizzabili;Bomboniere per tema > Bomboniere tema musica eleganti per ogni occasione | Albalù;Bomboniere tema musica eleganti per ogni occasione | Albalù;Bomboniere per tema > Bomboniere tema musica eleganti per ogni occasione | Albalù;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-tema-musica/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Lampade Led Personalizzabili;nessun evento -> tema/tipologia/altro;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-lampada-esagonale-bimbo-bimba/;Bomboniera Comunione Lampada LED Esagonale | Albalù;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Lampade Led Personalizzabili;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Lampade Led Personalizzabili;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-lampada-esagonale-con-elefantini/;Bomboniera Lampada Esagonale con Elefantini;Bomboniere Battesimo Personalizzate | Bomboniere tema animali per ogni occasione | Bomboniere Lampade Led Personalizzabili;Bomboniere Battesimo Personalizzate;Bomboniere Battesimo Personalizzate;Bomboniere e Confettate Nascita e Battesimo > Bomboniere Battesimo Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-nascita-battesimo/bomboniere-nascita-e-battesimo/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Lampade Led Personalizzabili;evento singolo (Battesimo) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-lampada-farfalle-legno/;Bomboniera Lampada Farfalle in Legno | Albalù;Bomboniere Farfalle | Bomboniere Lampade Led Personalizzabili;Bomboniere per tema > Bomboniere Farfalle;Bomboniere Farfalle;Bomboniere per tema > Bomboniere Farfalle;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-farfalle/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Lampade Led Personalizzabili;nessun evento -> tema/tipologia/altro;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-lampada-mongolfiera-legno/;Bomboniera Lampada Mongolfiera in Legno | Albalù;Bomboniere tema viaggio | Bomboniere Lampade Led Personalizzabili;Bomboniere per tema > Bomboniere tema viaggio;Bomboniere tema viaggio;Bomboniere per tema > Bomboniere tema viaggio;https://www.albalu.it/categoria-prodotto/bomboniere-per-tema/bomboniere-tema-viaggio/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Lampade Led Personalizzabili;nessun evento -> tema/tipologia/altro;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-lampada-prima-comunione-in-legno-personalizzabile/;Bomboniera Lampada Prima Comunione con Personalizzabile;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Religiose e Sacre;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Bomboniere per tema > Bomboniere Religiose e Sacre;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-mano-in-resina-bianca-con-rosa-stabilittaza-eterna/;Bomboniera Mano in Resina Bianca con Rosa Stabilittaza;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Anniversario di Matrimonio Utili e Personalizzate | Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Matrimonio Eleganti, Utili e Originali | Bomboniere Battesimo Personalizzate | Idee Regalo Originali e Artigianali;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Complementi d’arredo e idee regalo artigianali > Idee Regalo Originali e Artigianali;multievento (Anniversario, Battesimo, Comunione, Cresima, Matrimonio) -> tema/tipologia;multievento senza categoria tema/tipologia assegnata: valutare di assegnarne una
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-mini-portafoto-comunione-in-legno-tortora-con-applicazioni/;Bomboniera Portafoto Comunione Mini Tortora con Applicazioni;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Portafoto Personalizzabili | Complementi d’arredo e idee regalo artigianali;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi > Bomboniere Portafoto Personalizzabili;evento singolo (Comunione) -> categoria evento;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-nascita-e-battesimo-albero-della-vita-e-applicazione-in-porcellana/;Bomboniera Albero della Vita e palloncini per Battesimo;Bomboniere Compleanno | Bomboniere Battesimo Personalizzate;Bomboniere Battesimo Personalizzate;Bomboniere Battesimo Personalizzate;Bomboniere e Confettate Nascita e Battesimo > Bomboniere Battesimo Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-e-confettate-nascita-battesimo/bomboniere-nascita-e-battesimo/;Bomboniere Compleanno;multievento (Battesimo, Compleanno) -> tema/tipologia;multievento senza categoria tema/tipologia assegnata: valutare di assegnarne una
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-orologio-coppia-visi-in-legno/;Bomboniera Orologio Coppia Visi in Legno;Bomboniere Anniversario di Matrimonio Utili e Personalizzate | Bomboniere Matrimonio Eleganti, Utili e Originali | Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;Bomboniere per Tipologia: Portafoto, Profumatori, Orologi;https://www.albalu.it/categoria-prodotto/bomboniere-per-tipologia/;Bomboniere Anniversario di Matrimonio Utili e Personalizzate;multievento (Anniversario, Matrimonio) -> tema/tipologia;
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-orologio-da-tavolo-albero-della-vita-con-cornice-tortora/;Orologio da Tavolo Albero della Vita Tortora | Albalù;Bomboniere e Confettate Prima Comunione Personalizzate | Bomboniere Anniversario di Matrimonio Utili e Personalizzate | Bomboniere Compleanno | Bomboniere Cresima Personalizzate, Utili e Moderne | Bomboniere Laurea | Bomboniere Matrimonio Eleganti, Utili e Originali | Bomboniere Battesimo Personalizzate | Idee Regalo Originali e Artigianali;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;Bomboniere e Confettate Prima Comunione Personalizzate;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/;Complementi d’arredo e idee regalo artigianali > Idee Regalo Originali e Artigianali;multievento (Anniversario, Battesimo, Compleanno, Comunione, Cresima, Laurea, Matrimonio) -> tema/tipologia;multievento senza categoria tema/tipologia assegnata: valutare di assegnarne una
D;D - primaria corretta: nessuna modifica al prodotto, serve solo allineare il breadcrumb visibile;nessuna modifica al prodotto;https://www.albalu.it/prodotto/bomboniera-pianta-grassa-comunione-albero-della-vita/;Bomboniera Pianta Grassa Comunione Albero della Vita;Bomboniere per Comunione da Bambina | Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;Bomboniere Comunione Maschio;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere Comunione Maschio;https://www.albalu.it/categoria-prodotto/bomboniere-comunione-e-confettate/bomboniere-comunione-bambino/;Bomboniere e Confettate Prima Comunione Personalizzate > Bomboniere per Comunione da Bambina;evento singolo (Comunione) -> categoria evento;
